id,label
TEST_0630,20
TEST_0631,00
TEST_0632,00
TEST_0633,00
TEST_0634,00
TEST_0635,00
TEST_0636,00
TEST_0637,00
TEST_0638,00
TEST_0639,00
TEST_0640,00
TEST_0641,00
TEST_0642,10
TEST_0643,00
TEST_0644,00
TEST_0645,00
TEST_0646,20
TEST_0647,00
TEST_0648,00
TEST_0649,00
TEST_0650,00
TEST_0651,00
TEST_0652,00
TEST_0653,00
TEST_0654,00
TEST_0655,30
TEST_0656,00
TEST_0657,00
TEST_0658,00
TEST_0659,00
TEST_0660,00
TEST_0661,00
TEST_0662,00
TEST_0663,00
TEST_0664,00
TEST_0665,00
TEST_0666,30
TEST_0667,00
TEST_0668,00
TEST_0669,00
TEST_0670,30
TEST_0671,00
TEST_0672,00
TEST_0673,00
TEST_0674,00
TEST_0675,00
TEST_0676,00
TEST_0677,00
TEST_0678,00
TEST_0679,00
TEST_0680,00
TEST_0681,00
TEST_0682,00
TEST_0683,00
TEST_0684,20
TEST_0685,00
TEST_0686,00
TEST_0687,00
TEST_0688,00
TEST_0689,00
TEST_0690,00
TEST_0691,00
TEST_0692,00
TEST_0693,10
TEST_0694,00
TEST_0695,00
TEST_0696,00
TEST_0697,00
TEST_0698,00
TEST_0699,00
TEST_0700,00
TEST_0701,00
TEST_0702,00
TEST_0703,00
TEST_0704,00
TEST_0705,00
TEST_0706,00
TEST_0707,00
TEST_0708,30
TEST_0709,10
TEST_0710,20
TEST_0711,00
TEST_0712,00
TEST_0713,00
TEST_0714,00
TEST_0715,00
TEST_0716,00
TEST_0717,00
TEST_0718,00
TEST_0719,10
TEST_0720,00
TEST_0721,00
TEST_0722,00
TEST_0723,00
TEST_0724,00
TEST_0725,00
TEST_0726,00
TEST_0727,10
TEST_0728,00
TEST_0729,10
TEST_0730,00
TEST_0731,00
TEST_0732,00
TEST_0733,00
TEST_0734,00
TEST_0735,00
TEST_0736,00
TEST_0737,00
TEST_0738,00
TEST_0739,00
TEST_0740,00
TEST_0741,00
TEST_0742,30
TEST_0743,00
TEST_0744,00
TEST_0745,00
TEST_0746,00
TEST_0747,00
TEST_0748,30
TEST_0749,10
TEST_0750,00
TEST_0751,00
TEST_0752,00
TEST_0753,00
TEST_0754,00
TEST_0755,10
TEST_0756,00
TEST_0757,00
TEST_0758,00
TEST_0759,00
TEST_0760,00
TEST_0761,00
TEST_0762,00
TEST_0763,00
TEST_0764,00
TEST_0765,00
TEST_0766,00
TEST_0767,00
TEST_0768,00
TEST_0769,00
TEST_0770,00
TEST_0771,00
TEST_0772,00
TEST_0773,00
TEST_0774,00
TEST_0775,00
TEST_0776,00
TEST_0777,00
TEST_0778,00
TEST_0779,00
TEST_0780,00
TEST_0781,00
TEST_0782,00
TEST_0783,00
TEST_0784,00
TEST_0785,00
TEST_0786,00
TEST_0787,00
TEST_0788,00
TEST_0789,10
TEST_0790,00
TEST_0791,00
TEST_0792,00
TEST_0793,00
TEST_0794,00
TEST_0795,20
TEST_0796,00
TEST_0797,10
TEST_0798,00
TEST_0799,00
TEST_0800,30
TEST_0801,00
TEST_0802,00
TEST_0803,00
TEST_0804,10
TEST_0805,00
TEST_0806,20
TEST_0807,00
TEST_0808,00
TEST_0809,00
TEST_0810,00
TEST_0811,00
TEST_0812,30
TEST_0813,00
TEST_0814,00
TEST_0815,00
TEST_0816,00
TEST_0817,00
TEST_0818,00
TEST_0819,00
TEST_0820,00
TEST_0821,00
TEST_0822,00
TEST_0823,10
TEST_0824,00
TEST_0825,00
TEST_0826,00
TEST_0827,00
TEST_0828,00
TEST_0829,00
TEST_0830,00
TEST_0831,00
TEST_0832,00
TEST_0833,00
TEST_0834,00
TEST_0835,00
TEST_0836,00
TEST_0837,00
TEST_0838,00
TEST_0839,00
TEST_0840,00
TEST_0841,00
TEST_0842,10
TEST_0843,10
TEST_0844,00
TEST_0845,00
TEST_0846,00
TEST_0847,00
TEST_0848,00
TEST_0849,00
TEST_0850,00
TEST_0851,00
TEST_0852,00
TEST_0853,00
TEST_0854,00
TEST_0855,00
TEST_0856,00
TEST_0857,00
TEST_0858,00
TEST_0859,00
TEST_0860,00
TEST_0861,00
TEST_0862,00
TEST_0863,00
TEST_0864,00
TEST_0865,00
TEST_0866,00
TEST_0867,00
TEST_0868,00
TEST_0869,00
TEST_0870,20
TEST_0871,00
TEST_0872,00
TEST_0873,00
TEST_0874,00
TEST_0875,00
TEST_0876,00
TEST_0877,00
TEST_0878,00
TEST_0879,00
TEST_0880,00
TEST_0881,00
TEST_0882,00
TEST_0883,00
TEST_0884,00
TEST_0885,00
TEST_0886,00
TEST_0887,00
TEST_0888,00
TEST_0889,30
TEST_0890,00
TEST_0891,00
TEST_0892,00
TEST_0893,00
TEST_0894,00
TEST_0895,00
TEST_0896,00
TEST_0897,00
TEST_0898,30
TEST_0899,00
TEST_0900,00
TEST_0901,00
TEST_0902,00
TEST_0903,00
TEST_0904,00
TEST_0905,00
TEST_0906,00
TEST_0907,30
TEST_0908,30
TEST_0909,30
TEST_0910,00
TEST_0911,00
TEST_0912,00
TEST_0913,00
TEST_0914,00
TEST_0915,00
TEST_0916,00
TEST_0917,00
TEST_0918,00
TEST_0919,00
TEST_0920,00
TEST_0921,00
TEST_0922,00
TEST_0923,00
TEST_0924,00
TEST_0925,00
TEST_0926,00
TEST_0927,00
TEST_0928,20
TEST_0929,00
TEST_0930,00
TEST_0931,00
TEST_0932,00
TEST_0933,00
TEST_0934,00
TEST_0935,00
TEST_0936,00
TEST_0937,00
TEST_0938,00
TEST_0939,00
TEST_0940,00
TEST_0941,00
TEST_0942,00
TEST_0943,00
TEST_0944,00
TEST_0945,00
TEST_0946,00
TEST_0947,00
TEST_0948,00
TEST_0949,00
TEST_0950,00
TEST_0951,00
TEST_0952,00
TEST_0953,00
TEST_0954,00
TEST_0955,00
TEST_0956,00
TEST_0957,00
TEST_0958,02
TEST_0959,00
TEST_0960,00
TEST_0961,00
TEST_0962,00
TEST_0963,00
TEST_0964,00
TEST_0965,00
TEST_0966,00
TEST_0967,00
TEST_0968,10
TEST_0969,00
TEST_0970,00
TEST_0971,00
TEST_0972,00
TEST_0973,00
TEST_0974,00
TEST_0975,00
TEST_0976,00
TEST_0977,00
TEST_0978,23
TEST_0979,00
TEST_0980,00
TEST_0981,00
TEST_0982,00
TEST_0983,00
TEST_0984,00
TEST_0985,00
TEST_0986,00
TEST_0987,00
TEST_0988,00
TEST_0989,00
TEST_0990,00
TEST_0991,00
TEST_0992,00
TEST_0993,00
TEST_0994,00
TEST_0995,00
TEST_0996,00
TEST_0997,00
TEST_0998,00
TEST_0999,30
TEST_1000,00
TEST_1001,00
TEST_1002,00
TEST_1003,00
TEST_1004,00
TEST_1005,00
TEST_1006,00
TEST_1007,00
TEST_1008,00
TEST_1009,00
TEST_1010,00
TEST_1011,00
TEST_1012,00
TEST_1013,00
TEST_1014,00
TEST_1015,00
TEST_1016,00
TEST_1017,00
TEST_1018,10
TEST_1019,00
TEST_1020,00
TEST_1021,10
TEST_1022,00
TEST_1023,00
TEST_1024,10
TEST_1025,00
TEST_1026,00
TEST_1027,00
TEST_1028,00
TEST_1029,00
TEST_1030,00
TEST_1031,00
TEST_1032,00
TEST_1033,00
TEST_1034,20
TEST_1035,00
TEST_1036,00
TEST_1037,00
TEST_1038,00
TEST_1039,00
TEST_1040,00
TEST_1041,00
TEST_1042,00
TEST_1043,00
TEST_1044,00
TEST_1045,00
TEST_1046,00
TEST_1047,00
TEST_1048,00
TEST_1049,00
TEST_1050,00
TEST_1051,00
TEST_1052,00
TEST_1053,00
TEST_1054,00
TEST_1055,00
TEST_1056,00
TEST_1057,00
TEST_1058,00
TEST_1059,00
TEST_1060,00
TEST_1061,00
TEST_1062,00
TEST_1063,00
TEST_1064,00
TEST_1065,00
TEST_1066,00
TEST_1067,00
TEST_1068,00
TEST_1069,00
TEST_1070,00
TEST_1071,00
TEST_1072,30
TEST_1073,00
TEST_1074,00
TEST_1075,00
TEST_1076,00
TEST_1077,00
TEST_1078,00
TEST_1079,00
TEST_1080,00
TEST_1081,00
TEST_1082,00
TEST_1083,00
TEST_1084,00
TEST_1085,00
TEST_1086,00
TEST_1087,00
TEST_1088,00
TEST_1089,00
TEST_1090,00
TEST_1091,00
TEST_1092,00
TEST_1093,00
TEST_1094,00
TEST_1095,00
TEST_1096,00
TEST_1097,00
TEST_1098,00
TEST_1099,00
