text,label
"와우, 정말 좋은 공부 카페예요. 다른 지점은 가본 적은 없지만, 노트북을 많이 사용하시는 분들께 좋은 공간일 것 같아요. 노트북 좌석이 분리되어 있고, 밑에는 에그셀런트와 제휴가 되어있어서 편리했습니다. 시설도 깔끔하고 좋아요. 밑에 공사 때문에 소음이 있을 것 같았는데, 이미 공사는 끝났고 조용하게 사용할 수 있어요. 직원분이신지 사장님이신지는 잘 모르겠지만, 열심히 일하시고 정말 친절하셨습니다. bb
리뷰: 와우, 정말 좋은 공부 카페예요. 다른 지점은 가본 적은 없지만, 노트북을 많이 사용하시는 분들께 좋은 공간일 것 같아요. 노트북 좌석이 분리되어 있고, 밑에는 에그셀런트와 제휴가 되어있어서 편리했습니다. 시설도 깔끔하고 좋아요. 밑에 공사 때문에 소음이 있을 것 같았는데, 이미 공사는 끝났고 조용하게 사용할 수 있어요. 직원분이신지 사장님이신지는 잘 모르겠지만, 열심히 일하시고 정말 친절하셨습니다. cc",0
우와 완전좋아요 스터디카페 신세계! 다른지점은 안가봤지만 노트북많이쓰는데 노트북 좌석도 분리되어있고 밑에 에그셀런트랑 제휴도되어있고 시설 깔끔하고 좋아요. 공사 때문에 시끄러웠을 거같은데 원래 공사도 끝나서 조용합니다! 직원분? 사장님은 아니신거같은데 열심히하시고 엄청 친절하세요...bb,1
"가시려는 분들은 이전 리뷰를 잘 읽어보고 가는 것을 추천합니다. 여기서 상견례를 했는데 음식이 너무 짜고 맛이 없어요. 4만원을 주고 이런 걸 먹는 건 처음이에요. 간을 보고 만드는 거 맞으신가요? 이런 음식을 돈을 받고 내놓다니 어떻게 해도 이해가 되질 않아요. 자리 때문에 말도 못 하고 나와서 더 분하고 당황스럽네요. 그리고 서빙하시는 분이 체격이 커서 의자와 벽 사이로 다니지도 못 하시고 서빙도 서툴러요. 아 진짜, 음식을 돈을 주고 사서 너무 화가 납니다.",0
가시고자 하시는 분들은 앞서 쓴 후기 잘 읽어보고 가세요. 급해서 여기서 상견례했는 데 음식 짜고 맛없어요. 어딜 가서도 4만원주고 이딴 거 먹기는 처음이에요. 간 보고 만드는 거 맞으세요? 어떻게 이 돈 받고 이런 음식 내와요?자리때문에 한 마디도 못 하고 나와서 더 분하고 어이가 없네요. 그리고 서빙하시는 분 덩치가 있으셔서 의자랑 벽 사이로 다니지도 못 하시고 서빙도 굼떠요. 아 진짜. 음식쓰레기 돈주고 사 먹어서 너무 화나요. 이런 리뷰는 처음 본다.,1
"이 식당에 방문하실 분들께는 앞선 리뷰들을 잘 읽어보시고 결정하시는 것을 추천드립니다. 저는 급하게 이곳에서 만남을 가졌는데, 음식이 짜고 맛이 없었습니다. 다른 곳에서 4만원을 내고 이런 음식을 먹은 건 처음이에요. 그냥 눈으로도 간이 많이 들어간 것 같은데, 이런 음식을 받고 돈 받는지 모르겠어요. 자리 때문에 아무 말도 못하고 나와서 더 분하고 어이가 없습니다. 게다가 서빙하는 분이 몸집이 있어서 의자와 벽 사이를 다니지도 못하고 서빙도 서툴러요. 진짜로 음식쓰레기 같아서 돈을 주고 사먹은 게 너무 화나네요. 이런 경험이 너무 실망스러워서 다른 분들께도 경고하고 싶어요.",0
요즘은 리뷰를 믿기 힘들죠. 하지만 제 경험을 공유하고자 해요. 급하게 가서 상견례를 했는데 음식이 너무 짜고 맛이 없었어요. 다른 가게에서 4만원이면 훨씬 맛있는 음식을 먹을 수 있는데 정말 처음으로 이런 경험을 했어요. 그리고 간을 맛보고 만드는 건지 모르겠어요. 이런 음식에 돈을 받은 것에 화가 나네요. 또한 서빙하시는 분이 너무 크신지 의자와 벽 사이로 움직이지 못하고 서빙도 느리셨어요. 진짜 화가 나네요. 음식을 쓰레기처럼 다시는 사먹을 일 없도록 조심하세요. 리뷰: 요즘은 리뷰를 믿기 힘들죠. 하지만 제 경험을 공유하고자 해요. 급하게 가서 상견례를 했는데 음식이 너무 짜고 맛이 없었어요. 다른 가게에서 4만원이면 훨씬 맛있는 음식을 먹을 수 있는데 정말 처음으로 이런 경험을 했어요. 그리고 간을 맛보고 만드는 건지 모르겠어요. 이런 음식에 돈을 받은 것에 화가 나네요. 또한 서빙하시는 분이 너무 크신지 의자와 벽 사이로 움직이지 못하고 서빙도 느리셨어요. 진짜 화가 나네요. 음식을 쓰레기처럼 다시는 사먹을 일 없도록 조심하세요.,0
라운즈 앱에서 신발 구매 후 굽 높이 조절 서비스도 이용했어요. 제가 발이 평평하고 굽 높이 결정하기가 어려웠는데 직원분들이 너무 친절하시고 발 모양에 맞게 꼼꼼하게 조절해주셔서 감사했어요. 신발이 편안하게 신을 수 있게 잘 맞춰서 좋네요. ㅎㅎ,1
"라운즈 앱을 통해 안경과 도수 렌즈를 구입했는데, 직원분들이 정말 친절하게 도와주셨어요. 시력 검사도 정확하게 해주시고, 제 얼굴에 딱 맞는 안경을 찾아주셔서 너무 편하게 사용할 수 있었습니다. 감사합니다!",0
"라운즈 앱을 통해 안경과 도수렌즈를 구매하였습니다. 제 시력이 좋지 않아 렌즈 결정 과정이 어렵긴 했지만, 직원분들의 친절한 설명과 꼼꼼한 시력 검사 덕분에 무리 없이 결정할 수 있었습니다. 또한 직원분들이 제 얼굴에 딱 맞게 안경을 피팅해주셔서 착용감이 아주 좋았습니다. 고객 서비스와 제품 품질 모두 훌륭한 라운즈 앱에 감사드립니다.",0
라운즈 앱으로 안경 구매 및 도수렌즈 선택. 눈 상태 때문에 까다롭지만 직원 친절함 그리고 시력검사 철저. 질문 응답도 좋고 피팅도 완벽. 편안함.,0
"시나리오가 지루하고, 형사들의 행동이 답답하고 어리석았으며, 코미디 요소도 재미없었습니다. 하지만 사투리 연기는 훌륭하고 결말은 따뜻하게 마무리되었습니다. 중간까지는 정말로 재미가 없었습니다. 조연들의 존재감이 너무 없어서 아쉬웠습니다. (예를 들면, 선우선과의 사랑 이야기를 더 강조하고, 서울 경찰과의 갈등을 더 표현한다면 더 좋았을 것 같아요).",0
"지루한 시나리오, 멍청한 형사들, 코미디 부실, 조연들 연기력 미흡(선우선과의 애정전선, 서울경찰들과의 갈등 강화되었으면 좋았을텐데). 사투리 연기 훌륭, 결말은 감동적. 중간까지는 정말 재미없음. 중간까지는 정말 재미없음.",0
"요약해보면, 이 영화는 시나리오가 지루하고 형사들이 답답하며 멍청한 면이 있어요. 코미디 요소도 재미없고, 조연들의 존재감이 거의 없어요. 예를 들어 주인공과의 애정전선이 더 강하게 표현되었으면 더 좋았을텐데 말이죠. 하지만 사투리 연기는 매우 훌륭하고, 결말은 훈훈하게 마무리되었습니다. 다만 중간까지는 정말로 재미없다는 점만 유의하시면 됩니다.",0
"지루한 시나리오와 답답한 형사들, 재미없는 코미디로 조연의 존재감이 너무 없었어요. 선우선과의 애정전선이 강하게 그려졌다면 더욱 흥미로웠을 것 같고, 서울 경찰들과의 갈등도 더 고조되었으면 좋았을 거예요. 하지만 훌륭한 사투리 연기와 훈훈한 결말은 좋았습니다. 중간까지는 정말로 재미가 없었어요.",1
"음식이 정말 맛있어요. 동네 수준을 뛰어넘는 퀄리티를 자랑합니다. 우동 면발은 부드럽고 쫄깃한데, 튀김은 느끼하지 않으면서도 완벽하게 튀겨졌습니다. 정말 멋져요. 마제소바나 돈까스도 맛있다는데, 다음에는 그것도 꼭 먹어봐야겠어요. 이곳은 정말 멀리 가서 우동 면을 제대로 먹는 가게를 찾는 것도 힘들었는데, 이곳에서 먹으면 될 것 같아요. 우동 면은 조금 얇은 편이니 참고하세요. 맛있게 먹느라 사진을 못 찍었네요. 다음에 꼭 찍어야겠어요. 그래도 정말 맛있는 음식이었습니다.",0
음청 맛있어요 동네 퀄리티가 아닌 맛있는 우동면이었습니다. 튀김도 정말 맛있게 튀겨져서 느끼하지 않았어요. 다음에는 마제소바 돈까스도 먹어보고 싶어요. 우동면을 제대로 하는 집을 찾기 어려웠는데 이곳에서 먹으면 될 것 같아요. 사진을 찍지 못해서 아쉽지만 다음에는 꼭 찍어봐야겠어요.,1
"음식이 정말 맛있었습니다. 이 동네에서는 퀄리티가 높은 편이라고 생각해요. 라면은 고소하고 매콤한 맛이었고, 튀김도 바삭하게 튀겨져서 맛있었습니다. 다음번에는 꼭 다른 메뉴도 먹어보고 싶어요. 이 동네에서 정말 제대로 된 라면을 찾기가 어려웠는데, 여기서 먹으면 될 것 같아서 기뻤어요. 라면은 조금 매운 편이지만, 맛있게 먹느라 사진을 찍지 못했네요. 다음에는 꼭 사진을 찍을게요.",0
"음식이 정말 맛있어요. 동네 음식점 수준이 아닌 부드럽고 쫄깃한 우동 면발이에요. 튀김도 바삭하게 튀긴 것이 정말 맛있어서, 다음에는 튀김도 먹어보고 싶어요. 마제소바 돈까스도 꼭 다음에 먹어봐야겠어요. 이런 맛있는 우동면을 찾기가 어려웠는데, 여기에서 먹으면 만족할 거 같아요. 사진은 못 찍었지만, 다음에는 꼭 찍어서 인증해야겠어요.",0
"아...여기 부점장 정말 불친절하네요. 고객 대응과 말투가 너무 안 좋더라고요. 이런 사람이 서비스업이나 고객 응대를 한다는 게 신기하네요. 옥수동에서 20년 살았지만, 처음으로 손절하는 가게예요. 부점장을 바꿔야 장사 오래 할 수 있을 것 같아요. 고객 응대 중인 전화를 끊고 그 자리에서 고객을 무시하는 건 말이 되나요? 다른 고객들도 듣고 있을 텐데요. 지나가다 한 마디 적습니다. 리뷰: 여기 부점장 정말 실망스러워요. 고객 대응과 말투가 너무 안 좋더라고요. 이런 사람이 서비스업이나 고객 응대를 한다는 게 신기하네요. 옥수동에서 20년 살았지만, 처음으로 손절하는 가게예요. 부점장을 바꿔야 장사 오래 할 수 있을 것 같아요. 고객 응대 중인 전화를 끊고 그 자리에서 고객을 무시하는 건 말이 되나요? 다른 고객들도 듣고 있을 텐데요. 지나가다 한 마디 적습니다.",0
아...여기 부점장 정말 불친절하네요 말투며 고객응대며.. 한심하기 그지없네요 이런사람이 서비스업 이나 고객응대 한다는거 자체가 .. 가능한가싶네요.. 옥수동 20년 살았는데 손절한 가게 처음이예요. 장사오래하고싶으시면 부점장을 바꾸세요제발.. 고객응대전화하다가 끊고 그자리에서 고객비아냥 거리는게 말이나됩니까? 다른고객들도 듣고있는데.. 지나가다 한마디적습니다. 리뷰: 아...여기 부점장 정말 불친절하네요 말투며 고객응대며.. 한심하기 그지없네요 이런사람이 서비스업 이나 고객응대 한다는거 자체가 .. 가능한가싶네요.. 옥수동 20년 살았는데 손절한 가게 처음이예요. 장사오래하고싶으시면 부점장을 바꾸세요제발.. 고객응대전화하다가 끊고 그자리에서 고객비아냥 거리는게 말이나됩니까? 다른고객들도 듣고있는데.. 지나가다 한마디적습니다.,1
"아... 이곳의 부점장은 정말 친절하네요. 그 말투와 고객응대는... 멋지면서도 훌륭해요. 이런 사람이 서비스업이나 고객응대를 한다는 것 자체가... 놀라울 정도로 가능한 걸까요? 저는 옥수동에서 20년을 살았는데, 이렇게 친절한 가게는 처음이에요. 장사를 오래 하고 싶으시다면 부점장을 그대로 유지해주세요. 정말요... 고객응대 전화를 받고 그 자리에서 고객을 대하는 모습이 매우 인상적이에요. 다른 고객들도 듣고 있을 텐데... 지나가면서 한 마디 칭찬하고 갑니다.",0
"여기 직원들의 태도와 응대 방식은 정말로 불친절하다고 느껴집니다. 서비스 업을 하는 사람으로서 이런 태도와 응대 방식은 실망스러워요. 이 가게를 처음으로 손절할 만큼 실망했습니다. 만약 장사를 오래 하고 싶으시다면, 직원들을 교육시켜 주세요. 고객과 대화를 하다가 무시당하고, 그 자리에서 고객을 무시하는 것이 어떻게 말이 될까요? 다른 고객들도 듣고 있는데요. 지나가다 말씀드립니다.",0
"도넛 사러 갔다가 정말 놀랐어요. 처음으로 매장에 들어갔는데, 문이 완전히 열려있어서 손님이 직접 도넛을 집을 수 있었어요. 그런데, 안에 있는 사람들은 다 마스크를 벗고 있었고, 대화도 하고 있더라구요. 앞에 있는 아이들은 도넛을 만지려고 손으로 다가가는데, 그래도 어설프게 마스크는 끼고 있었어요. 이런 상황을 보고 나서는 이 매장은 다시는 가지 않기로 결심했어요.",0
"도넛을 사러 갔는데 너무 실망했습니다. 처음으로, 도넛 가게 문을 밖으로 열어두어 손님이 직접 집을 수 있게 했습니다. 그 결과 유리 장이 열려있는데도 매장 안에 있는 손님들이 마스크를 벗고 대화를 나누는 광경을 presenced하게 보았습니다. 둘째로, 내 앞에 있던 두 사람이 손으로 도넛을 만지려 하면서 대화를 나누고 있었는데, 마스크를 제대로 착용하지 않고 만지려고 하는 모습에 굉장히 당황했습니다. 더욱이 막지 않는 사람이 한 명도 없었습니다. 이곳은 가끔 사먹었던 매장이었는데 오랜만에 방문했더니 매장의 관리 상태를 보고 다시는 방문하지 않기로 결정했습니다. 도넛을 사러 갔는데 너무 실망했습니다. 처음으로, 도넛 가게 문을 밖으로 열어두어 손님이 직접 집을 수 있게 했습니다. 그 결과 유리 장이 열려있는데도 매장 안에 있는 손님들이 마스크를 벗고 대화를 나누는 광경을 presenced하게 보았습니다. 둘째로, 내 앞에 있던 두 사람이 손으로 도넛을 만지려 하면서 대화를 나누고 있었는데, 마스크를 제대로 착용하지 않고 만지려고 하는 모습에 굉장히 당황했습니다. 더욱이 막지 않는 사람이 한 명도 없었습니다. 이곳은 가끔 사먹었던 매장이었는데 오랜만에 방문했더니 매장의 관리 상태를 보고 다시는 방문하지 않기로 결정했습니다.",0
"도넛 사러갔다가 놀랐다. 손님이 직접 집을 수 있도록 도넛장을 바깥쪽으로 열어둔데, 유리장이 열려있는데도 매장 안에 있는 손님들은 다 마스크를 벗고 대화하고 있었다. 내 앞에 있는 두 애들은 도넛을 보면서 대화하면서 손으로 만지려고 했는데, 마스크를 어설프게 끼고 있는데다가 자꾸 만지려고 해서 막을 사람이 없었다. 예전에 가끔 사먹었던 매장인데, 오랜만에 갔는데 이번 경험을 보고 다시는 안가기로 결심했다.",1
