,text,label
10,"라운즈 앱에서 안경과 도수렌즈를 구매하였습니다. 제 시력이 좋지 않아서 렌즈 결정하는 것이 조금 어려웠는데, 직원분들이 너무 친절하게 설명해주시고 시력 검사도 정말 꼼꼼하게 해주셔서 결정하기 쉬웠습니다. 또한 안경을 피팅해주신 직원분들이 제 얼굴에 딱 맞게 맞춰주셔서 착용감이 정말 좋았어요. 정말로 만족스러운 구매 경험이었습니다.",1
11,저희 가족은 주말 점심에 이 식당에 다녀왔는데요. 예약은 두 달 전에 했어요. 가족들 모두 만족도가 높아서 또 오자고 했어요. 주목할 만한 점은 남녀 차별이 없다는 거에요. 조금 밥을 적게 선택한 사람들은 밥을 따로 주시더라도요. 저는 여성이고 다 크고 두껍은데도 적절한 양의 밥을 제공해주셨어요. 제가 편식을 하는 편인데 식사가 너무 맛있어서 한 입에 다 먹었어요. 이 식당은 정말로 훌륭한 곳이에요.,1
12,이 가게의 부점장은 정말 불친절하고 말투도 모욕적입니다. 서비스 업계에서 이런 사람이 고객 응대를 한다는 것이 정말 믿기지 않습니다. 저는 옥수동에 20년동안 살아왔는데 이 가게가 처음으로 손절한 가게입니다. 만약 장사를 오래 하고 싶으시면 부점장을 교체해 주세요. 전화로 고객 응대를 하다가 이마저도 끊고 그 자리에서 고객을 비웃는 것이 어떻게 말이 되는 건지 이해할 수 없습니다. 다른 고객들도 이런 말을 듣고 있다는 것을 기억하셔야 합니다. 지나가다 한 마디 남기고 갑니다.,1
13,"피자집의 피자가 맛있는데 가격이 20,000원이라고 해서 기대했는데, 맛은 좋지만 뭔가 부족했습니다. 토핑이 별로 없고 얇은 크러스트라서 배를 든든하게 채워주지 못했어요. 가격 대비 양이 너무 적어서 실망스러웠습니다. 가격 때문에 다시 방문하지 않을 것 같아요. 다른사람들이 칭찬하는데 왜 그런지 의문이 들 정도였어요. 진짜 맛있는 피자를 먹고 싶었는데 좀 아쉽네요.",1
14,"이 동네에는 숨겨진 맛집이 있다는 후문이 있었어요. 평점이 없어서 조금 아쉽지만, 남겨보기로 결심했어요. 이곳에서는 사장님께서 요리를 하시고, 사모님이 배달을 담당하시는 곳이에요. 그리고 진짜 간짜장과 탕수육이 정말 맛있다는 소문을 듣고 찾아왔어요. 진짜 간짜장을 이 정도로 잘하는 곳은 찾기 힘들 것 같아요. 그리고 짬뽕은 약간 맑은 맛이지만 느끼하지 않아서 좋았어요. 탕수육 소스는 평범한 편이지만, 오이가 크게 썰려서 특별한 맛을 냈다고 해요. 심지어 탕수육 튀김도 속을 만족시키는 맛이었어요. 이 집에서 맛있는 음식을 맛보고 싶다면 추천해요.",1
15,"같이 주문해서 치킨 반마리와 골뱅이 소면무침을 먹을 수 있는 것이 좋았어요. 치킨은 평균적인 맛이었지만, 골뱅이 소면과 함께 먹으니 맛이 더욱 돋보였어요. 사이드 메뉴를 같이 주문하는 것을 추천하고 싶어요. 다만, 치킨 크기와 살의 양이 조금 아쉬웠어요. ",1
16,"별 한 개도 아까운 욕나오는 곳이라니, 정말로 현타 온다. 댓글 작성자들은 분명 돈을 받고 댓글을 단 거 아닐까? 이 집은 동결된 음식이라 해도 술집에서 제공되는 기본적인 반찬 하나도 없는 곳이야. 이런 곳을 좋다고 하는 사람들은 도대체 무슨 생각인지 이해가 안 가. 김치를 요청하면 중국산을 가져온다는데, 가격은 놀랄 만큼 비싸 무려 강도처럼밖에 없어. 절대 가지 말아야 할 곳이야. 정말로 너무나도 욕나오는 곳이라니까!",1
17,"아니 내가 후기를 잘 안남기는데... 이 아르바이트들은 진짜 서비스 마인드가 없어. 햄버거도 식고, 감자튀김도 언제 만들었는지 모르게 차갑고 기름에 젖어서 눅눅해... 진짜 집근처 다른 매장과 비교하면 맘스터치는 감자튀김이랑 진짜 중요한데, 이렇게 된다면 다신 안가고 싶겠어.",1
18,"[위생불량-이물질] 피자를 주문했는데 음식에서 이물질을 발견했습니다. 환불을 요청했더니 상점은 말도 안 되는 제안을 하더군요. 단 두 조각만 남기고 50% 환불하는 건 너무 불공평했습니다. 더구나, 그들은 식재료가 아닌 이물질이라고 주장했습니다. 저는 직접 확인했지만 상점은 말을 반복하며 회수를 거부하고 환불 요청을 철회했습니다. 이는 피자 토핑 위에서 발견된 게 아니라 식사 중에 씹다가 나온 이물질이었습니다. 상점과 본사에서 확인이 끝나면 내일 연락한다고 했으니 기다려보겠습니다.",1
19,"정말 멋진 카페입니다. 다른 지점은 가보지 않았지만, 컴퓨터를 주로 사용하는 저로써는 컴퓨터 좌석이 분리되어 있고 밑에는 프린트 서비스와의 제휴도 되어있어서 정말 좋았어요. 시설도 청결하고 상태가 좋아요. 공사 때문에 시끄러웠을 것 같은데 이미 끝나서 조용합니다. 직원분들도 매우 열심히 일하시고 친절하셔서 좋았어요.",1
20,"메가박스에서 세계적인 오리지널 공연을 간접적으로라도 볼 수 있어서 정말 만족스러웠어요. 틈 없이 연속적으로 보는 과정에서는 약간의 숨이 차긴 느낌이 있었지만, 전반적으로는 굉장히 즐거웠어요. 좌석은 중앙 자리를 잡아서 몰입감이 상당했고, 정말 최고의 경험이었습니다. 메가박스에는 감사의 말을 전하고 싶네요!",1
21,"일단, 장사가 잘 되기를 바라는 마음에서 별 다섯 개 드립니다. 수입이 딱 맞고, 저는 매운 음식을 좋아하기 때문에 싱겁지 않았어요. 다만, 당면사리와 라면사리가 동시에 들어가는데, 면사리 양이 조금 많아서 국물이 빨리 쫄고, 면도 금방 부글부글 끓어 나오는 것 같아요. 그래서 면을 한 종류만 사용하시는 것은 어떨까요? 당면 면은 필요한 고객들에게만 주문을 받는 게 더 좋을 것 같아요. 번창하기를 기원합니다!",1
22,"빵점 주고 싶은걸 간신히 참았다...이런건 사상 유래가 없는,조지 루카스 영감의 스페이스 오페라-별들의전쟁에 비하면,애들 장난만도 못한거다.그나마 피터 정 감독의 다크 퓨리때문에 꾹 참고,평점2점정도 ,적선한 셈치고,선사한 거지...속편은,신경좀 써라",1
23,"별 한 개도 아까운 욕 나오는 곳이다. 이런 쓰레기 같은 곳을 좋다고 댓글 올려 놓은 것들은 돈 먹고 댓글 달았나? 완전히 얼어붙어 있는 음식들이더라도 술집에서 기본 찬 하나 없는 이런 곳을 좋다고 하는 사람들은 이해할 수 없다. 요청해서 온 김치는 또 중국산이며 가격은 강도처럼 비싸고 절대 가지 말아야 할 곳이니까.",1
24,"이 가격대로는 이런 품질을 가진 곳이 주변에 드물다고 생각해요. 도우는 매우 쫄깃하고 맛있어요. 고구마 토핑도 넉넉하게 주시고, 페퍼로니도 푸짐하게 올려주셔서 만족스러웠어요. 스파게티도 맛이 좋았다는 점을 덧붙이고 싶어요. 하지만, 불고기와 쉬림프의 단맛은 약간 줄였으면 좋겠다는 생각이 들어요.",1
25,"직원들이 마음에 들지 않는다는 것은 알겠지만, 가지 말아야 할까? 인터넷에서 싸게 살 수 있는 것도 알면서 나만의 질문을 하려고 하니까요. 그런데 직원들은 걸어서 대화하거나, 아무 대답이 없는 경우가 많아요. 그래서 결국 인터넷에서 직접 찾아보고 구매하려고 생각했어요. 가지 마세요. 감정적으로 상하고 시간만 낭비하게 될 거에요.",1
26,"종류에 상관없이 이 사이트에서 구매한 모든 김치들은 정말 맛있어서 매번 재구매하고 있어요. 하지만 최근에 받은 한 종류의 김치는 양념이 이전에 비해 적고 맛도 덜한 것 같아요. 익혀도 여전히 맛이 없어서 좀 실망했어요. 같은 종류의 김치를 주문할 때마다 맛이 달라지니까 조금 믿고 주문하는 게 어려울 것 같아요. 그래도 포장은 꼼꼼하게 잘 와서 다행이에요. 경험상 다른 종류의 김치는 여전히 맛있어서 이점은 유지되고 있어요.",1
27,"떡볶이의 가격은 조금 비싸다고 느껴졌습니다. 맛은 괜찮았지만, 양이 조금 모자라는 느낌이 들어서 아쉬웠습니다. 재방문을 고려하려면 가격 대비 양이 조금 더 있어야 할 것 같아요. 처음 가게를 방문한 때에는 치본스테이크를 보너스로 주셨는데, 양이 적어서 가격의 이익을 제대로 누릴 수 있는지 의문이 들었습니다. 이번에 2월에 준비하는 것을 보았을 때 기대하였지만, 결과는 실망스러웠습니다. ",1
28,"도대체 무슨 상황인지... 할머니가 욕지거리로 아침을 시작하니, 마치 도깨비 시장 같아요. 시장 상인회에 전화하니 아무런 답변도 없더라구요. 이런 일이 생길 수도 있으니 조심해야겠어요. 물건을 보고 안 사는 것도 자유니까 할머니에게 동정하는 마음을 갖고 싶지만, 그렇게까지 심한 욕설이나 모욕은 좋지 않아요. 이런 일로 인해 젊은 세대들이 시장을 멀리하는 것 같아서 너무 아쉬워요. 방학동 명물인데, 이렇게 미묘한 상황이라면 아쉬워도 이해할 수밖에 없겠죠.",1
29,"처음에는 호의적이었지만, 전화로 문의할 때마다 상당히 불편함을 느꼈습니다. 방문을 요청하며 칭찬받는 말로만 친절하게 대응하지만, 실제로는 부착비를 무조건 내라며 재방문시 언제나 비용을 청구하는 경향이 있었습니다. 카메라 보호 필름은 다른 곳에서도 3000원에 팔고 부착하는데도 불구하고, 존댓말로만 이야기하며 명령조로 질문을 우회하려고 하는 모습에 실망스러움을 느낄 수밖에 없었습니다. 이처럼 서비스의 품질이 계속해서 변화하는 것은 정말로 안타깝습니다.",1
30,"치즈렐라 버거를 특가로 주문했는데, 약간의 문제점이 있네요. 치즈 추가와 야채 추가를 요청했는데, 받아보니 치즈는 하나도 없고 야채도 별로 없어요. 주문한지 2분만에 나왔어서 처음에는 조금 의아했지만 맛은 평범한 버거킹 수준이었습니다. 서비스에 조금 더 신경을 쓴다면 더 좋을 것 같습니다. 그리고 포장 시에는 꼭 확인해보시는 것을 추천드립니다!",1
31,"먼저, 매장에 별 다섯 개를 주고 싶습니다. 맛도 정말 괜찮았고, 제가 매운 음식을 좋아해서 딱 맞아서 좋았어요. 고기의 양도 적절하고, 양념도 매우 만족스러웠어요. 다만, 면사리의 양이 조금 많아서 국물이 빨리 쫄았고 면도 빨리 불렀어요. 그래서 면을 한 가지만 사용하신다면 더 좋을 것 같아요. 그리고 당면 면은 필요한 고객들이 주문할 수 있도록 하는 것도 좋을 것 같아요. 계속해서 번창하시길 바랄게요!",1
32,"숨겨진 동네 맛집이에요. 평점이 없어서 아쉬워서 리뷰를 남깁니다. 사장님이 요리하시고 사모님이 배달을 담당하시는 곳이에요. 이 곳의 간짜장과 탕수육은 정말 최고입니다. 간짜장은 이렇게 제대로 된 곳이 드물어요. 짬뽕은 약간 맑은 스타일이지만 매우 맛있어요. 탕수육 소스는 평범한 것 같지만 오이가 크게 썰려서 특이한 맛을 느낄 수 있고, 탕수육 튀김은 정말 진짜입니다.  ",1
33,"날씨는 약간 아쉬웠지만, 산과 바다의 조합이 아름다웠어요. 파스타도 맛있고, 피자와 와인의 조합도 훌륭합니다. 음식이 풍부해 너무 많이 먹어서 죄송합니다. 다음에는 사전에 예약하려 합니다. 디저트는 달콤하지만 맛있습니다. 주인분과 직원분들의 친절함도 인상깊었습니다. 맛은 최고는 아니지만 분위기와 서비스가 최고점수입니다. 다른 더 좋은 레스토랑도 있을 수 있지만 말이에요.",1
34,"직원들 정말 싸가지 없네요 ㅋㅋㅋㅋ 인터넷에서 더 싸게 구입할 수 있다는 걸 알면서도 여러 가지를 물어보려고 했는데, 직원들은 돈을 벌 수 없는 질문이면 걸어가며 말하던지, 모르는 척하더라고요. (고객은 뒤를 따라가며 듣고 있음) 그냥 인터넷에서 문의하고 구매하면 되겠네요. 별점 낮게 줄게요. 감정이 상하고 시간만 아까워요.",1
35,"스터디카페 신세계에 완전 좋아요! 다른지점은 가보지 않았지만, 여기의 시설은 정말 좋아요. 노트북을 많이 사용하는데, 노트북 좌석이 분리되어 있어서 편하게 사용할 수 있었어요. 또한, 밑에 있는 에그셀런트와 제휴가 되어 있어서 편리하게 음식을 주문하고 먹을 수 있었어요. 시설도 깔끔하고 좋아서 정말 편안하게 공부할 수 있었어요. 공사 때문에 조용하지 않을까 걱정했지만, 공사가 끝나서 조용하게 공부할 수 있었어요. 직원분이나 사장님같은 분이 열심히 일하시고 매우 친절하셔서 좋았어요. 전반적으로 스터디카페 신세계는 추천할 만한 곳입니다.",1
36,"치킨을 주문할 수 있는 반마리 사이즈가 있어서 친구와 함께 주문하였습니다. 소면무침을 추가로 주문하니 맛이 더욱 새롭게 느껴졌어요. 사이드 메뉴를 함께 주문하는 것이 더욱 풍성한 식사였습니다. 다만, 치킨의 크기가 작고 살이 별로 없어서 아쉬웠습니다. 하지만 그 외의 점은 매우 만족스러웠습니다.",1
37,"[위생불량-이물질] 
음식을 주문했는데 이물질이 들어있어서 회수요청을 했더니, 회수를 위해 본사에서 내일 연락하겠다고 했습니다. 하지만 직접 보고하니 계속해서 회수를 거부하고 환불을 철회하라고 말하더군요. (피자 토핑 위에서 발견된 것이 아니라 씹다가 나온 것이었습니다)",1
38,"진짜 일하는 분들이 너무 시끄러웠어요. 심지어 개인적인 이야기를 할 때도 목소리가 너무 크고 소음이 심했어요. 밥을 먹을 때는 코로 들어가는지 입으로 들어가는지 구별하기 어려웠어요. 그리고 냉면에 참기름을 워낙 많이 넣은 것 같아서 국물이 기름으로 둥둥 떠다니고 너무 느끼한 느낌이 들었어요. 김밥을 덮어서 주지 않고 그대로 가져다 주셨고, 직원들끼리 이야기를 하면서 손님의 주문을 제대로 듣지 못해 여러 번 물어봤어요. 결국 모든 음식을 남기고 나왔는데 돈을 지불하고 싶지 않았어요. 전체적으로 서비스와 음식 퀄리티가 많이 아쉬웠어요.",1
39,"극장판은 정말 최고지만 내가 느끼기에는 네티즌들이 사골을 너무 많이 언급해서 중복된 느낌을 받았다. 국밥을 이길 수 있는 사골이라는 얘기가 나왔는데, 그렇게 되면 TV판이나 스토리가 엉망이 될까봐 걱정이 되기도 한다. 아직 큐는 안 봤지만, 사람들이 차라리 사골이 더 좋다고 한다. 그래서 큐는 망할 것 같은 느낌이 든다. 
",1
40,"이 게임은 1편과 비교하기 어렵지만, 여전히 흥미로운 요소들이 있어요. 게임 플레이가 훨씬 편리해진 시스템 개선은 큰 변화를 가져왔습니다. 특히 1편에서 매력적으로 변화한 리틀 시스터의 모습은 눈에 띄었어요. 또한, 설정의 확장으로 인해 더 많은 볼거리를 제공하여 만족감을 주네요.",1
41,"김밥 메뉴가 정말 멋졌어요. 면목동의 다른 가게들과 비교해봐도 최고였어요. 비빔국수는 멸치국수집에서 먹은 그 어떤 비빔국수보다도 300배 맛있었어요. 하지만, 주문 완료 후에 카드나 현금을 받아주셨던 건 조금 아쉬웠어요. 비닐장갑을 빼고 끼고 하는 장소 이동 과정도 조금 걱정스러웠어요. 그래도 김밥 구성은 훌륭해서 정말 만족스러웠어요.",1
42,"저는 별 다섯 개를 주고 싶어요. 맛도 딱 맞았고, 제가 매운 음식을 좋아해서 맵기도 정확했습니다. 그런데 제 입장에서는 당면사리와 라면사리가 함께 들어간다는 게 조금 아쉬웠어요. 면사리의 양이 많아서 국물이 빨리 쫄아들어가고 면도 금방 끓더라구요. 제안으로는 면을 한 가지만 사용하시는 건 어떨까요? 많은 사람들이 이런 고민을 하지는 않을 수도 있겠지만, 당면 면은 필요한 고객들에 한해서 주문을 받는 게 더 좋을 것 같아요. 그 외에는 제 입장에서는 모든 것이 완벽했습니다. 번창하세요!",1
43,"이 분식집은 정말 맛있어요! 정릉역 근처에 위치한 이곳은 떡볶이, 튀김, 순대, 어묵, 라면 등 다양한 메뉴를 제공합니다. 특히 떡볶이는 다른 곳과는 조금 다른데, 쌀떡을 사용하고 매운맛과 달콤함이 적절하게 어우러져 맛있고 작은 양식집 카페처럼 깔끔한 인테리어도 마음에 듭니다. 떡볶이를 시켜보는 순간 별 기대없이 먹었는데, 정말로 훌륭한 맛이었어요!",1
44,"왜케 여자직원들 말투가 공손하지 않지? 어느 날 카페에 가서 커피를 마시려고 했는데, 남자직원이 아니라 여자직원이 나한테 불친절하게 응대했어. 밥도 먹고 기분 좋게 카페에 왔는데, 그냥 커피 주문하려니까 툭툭 쳐다보면서 응대하라는 식으로 했어. 그리고 그냥 먹고 가려고 했을 때, 갑자기 다른 남자직원이 먹고 가느니까 신경이 쓰인다고 얼굴을 찡그리더라고. 질문하는데도 설명해주지도 않고 별 관심없는 척 멀리서 불친절하게 대답하고 다니는 건 내가 태어난 이래 처음이야. 너무 기분 나빠.",1
45,도넛 사러 갔는데 너무 실망했어요. 도넛장이 바깥으로 열려있어서 손님이 직접 집을 수 있게 해놨더라구요. 그리고 유리장이 열려있는데도 매장 안에서는 손님들이 다 마스크를 벗고 대화하고 있었어요. 앞에 애들 둘이 손으로 도넛을 만지려고 하면서 대화를 하고 있었는데 마스크를 제대로 끼고 있지도 않은 상태였어요. 그리고 도넛을 계속 만지려고 하는데도 아무도 막지 않았어요. 이 매장은 예전에 가끔 사먹었던 곳이었는데 오랜만에 갔더니 매장 관리가 너무 안좋아서 다시는 안갈 것 같아요. ,1
46,"피자의 가격은 15,000원으로 맛은 괜찮았지만, 가격에 비해 크기가 작아서 실망했습니다. 토핑도 적게 올려져 있어서 제 입맛에는 조금 부족했습니다. 이번에 처음 방문하게 되었는데, 가격 대비 양에 대해 의문이 생겼습니다. 다른 사람의 추천으로 방문했는데, 제 기대와는 많이 달라서 아쉬웠습니다.",1
47,카카오점수(당시 4.5점) 기대하고 갔는데 실망이 컸어요. 삼겹살이 불향이 너무 약해서 별로였습니다. 양도 적어서 아쉬웠어요. 더구나 양파가 부족해서 아들이 못 먹을 정도로 마늘이 없었어요. 다음에는 다른 곳으로 가야겠다고 생각했습니다.,1
48,"너무나도 실망스러워서 빵점 주고 싶을 정도에요... 이 영화는 별들의 전쟁처럼 역사적인 작품일 줄 알았는데, 아이들 장난감 수준이랑도 비교가 안 되는 수준이었어요. 피터 정 감독의 다크 퓨리 때문에 살짝 참았는데, 이걸로도 고작 개연성만 챙긴 거라고 생각이 들어서요... 속편을 만들 때는 좀 더 신경을 써주셨으면 좋겠어요. 평점 2점밖에 주고 싶지 않아요.",1
49,"정릉역 앞의 분식집에서는 다양한 분식 메뉴를 즐길 수 있어서 좋았습니다. 특히 떡볶이는 쌀떡으로 만들어져서 쫄깃하고 부드럽게 먹을 수 있었고, 맵기도 적당해서 입맛에 딱 맞았습니다. 또한 떡볶이의 달달한 맛이 돋보이는데, 이것이 더욱 맛있게 느껴지게 해줬습니다. 실내 분위기도 카페처럼 아늑하고 편안해서 즐거운 식사를 할 수 있었고, 떡볶이는 평균 이상의 맛을 가지고 있어서 만족도가 높았습니다. 다음에도 또 방문하고 싶은 곳이었습니다.",1
50,사장님.. 예전에 가게 옮기기 전에 자주 갔는데 싼가격에 모밀도 엄청 많이 주셔서 너무 좋았었는데 가격이 오른건 괜찮은데요 모밀 양이 한젓가락밖에 안되고 롤도 집으면 다 풀리네요.. 예전엔 배불러서 남겼는데 다 먹어도 배고프고요ㅠㅠ 초심을 잃으신듯해요 오랜만에 왔는데 기분이 안좋네요 다신 안올듯합니다 여기 경희대 주변에 맛있고 합리적인 식당 많으건 잘 아실텐데.. 이제 경쟁력이 없네요,1
51,그룹으로 방문해서 맛있게 먹었는데 회뿐만 아니라 술도 시키면서 적당히드시라는 말을 계속해서 사용해 좀 불쾌했어요. 무한리필이라고 하지만 이정도까지 부담스러울 줄은 몰랐어요. 운동선수처럼 많이 먹는 것도 아닌데 테이블에서 TV를 보면서 맥주를 마시는 건 별로였어요. 손님이 우리 테이블뿐인데 그렇게 대우를 받으니 싫네요. 다음에는 이곳에 방문하지 않을 거에요.,1
52,"라운즈 앱을 통해 신발과 사이즈를 구입했습니다. 제 발 사이즈가 특이해서 사이즈 선택에 애를 먹었는데, 직원분들이 매우 친절하게 도와주셨습니다. 발 사이즈 재는 것도 꼼꼼하게 해주시고, 어떤 질문에도 잘 대답해주셔서 정말 감사했습니다. 특히 제 발에 잘 맞는 신발을 찾아 맞춰주셔서 편하게 사용할 수 있었습니다.",1
53,"비건 친구한테 추천받아서 여기 갔는데, 다른 비건 식당들과는 차원이 다른 맛이더라고요ㅋㅋㅋ 브루고뉴 스타일의 리조토는 정말 특별했고, 신선한 시금치 패스코파스타는 입맛을 돋구어 주었어요. 그리고 고기가 없는데도 풍부한 맛을 선사하는 노미트 보울은 정말로 가치있는 선택이었어요. 한국에도 이런 비건 식당이 더 많이 생기면 좋겠다는 생각이 들었답니다. 샐러드와 야채들의 맛은 정말 맛있었는데, 대화에 딴짓하느라 정확한 메뉴의 맛은 기억에 잘 남지 않았네요;.; 그래도 맛없다고 포기하지 않고 모든 음식을 다 먹었으니까 만족스러운 식사였어요!",1
54,"★★★☆(3.5) 모둠초밥(12,000원)를 주문했더니 가격대비로는 꽤 맛있었어요! 한가지만 요청했는데도 참소라를 연어로 바꿔주셔서 정말 고맙습니다. 연어는 두꺼워서 맛도 좋았어요. 광어 초밥은 조금 아쉽게도 따뜻해서 제대로 즐기지 못했지만, 가게 내부는 조금 혼잡한 느낌이었습니다. 전반적으로는 괜찮았지만 특별한 장점은 느끼지 못했습니다.",1
55,치킨 반마리를 주문했는데 맛있었어요. 골뱅이소면도 함께 추천해줘서 좋았어요. 사이드메뉴와 함께 먹으니 치킨의 맛이 더욱 살아났어요. 치킨은 크기도 작고 살도 적어서 한 번에 먹기 딱 좋았어요. 추천합니다!,1
56,"그랜잔 꼬들살 냉동이 조금 아쉽긴 하지만 전반적으로 식재료와 소스들이 맛있게 어울러져 있습니다. 중간에 나오는 와사비 소스의 풍미가 정말 좋아요. 담백한 파저리와 신선한 날계란의 조합도 좋았어요. 많은 양의 채소가 제공되어서 도톰한 만족감을 주는데, 너무 맛있어서 남긴 양이 죄송스러웠습니다. 앞으로는 미리 요청할게요. 볶음밥은 담백하게 잘 조리되어 있어서 맛있었습니다. 주인과 직원들의 친절한 서비스도 더욱 좋았습니다. 맛이 최고냐고 하셨다면, 좋은 고깃집도 있겠지만 여기는 맛과 분위기, 정성이 어우러져 최고점수를 받을 만큼 좋은 곳입니다.",1
57,"도넛 사러 갔다가 정말 놀랐어요. 매장 문이 바깥으로 열리고 손님이 직접 도넛을 집을 수 있는 점이 인상적이었어요. 하지만, 매장 내에서 손님들이 마스크를 벗고 대화하고 있던 것은 불안했어요. 특히, 두 명의 아이들이 도넛을 만지려는 모습을 보았는데, 마스크는 어설프게 끼고 있었지만, 이들을 막으려는 사람은 없었어요. 평소에 자주 가던 곳이었지만, 이번 방문을 계기로 다시는 방문하지 않을 것을 결심하게 되었습니다. 그래도 도넛은 맛있었어요.",1
